,date,position,city,state,endorser,endorsee,endorser party,source,order,category,body,district,points_x,key,name,x,y,points_y,points_by_state
199,,governor,,PA,Tom Wolf,,D,,,Governors,,,8,PA,Pennsylvania,7,3,75,0.0
200,,senator,,PA,Robert P. Casey Jr.,,D,,,Senators,,,6,PA,Pennsylvania,7,3,75,0.0
201,,mayor,Philadelphia,PA,James F. Kenney,,D,,6.0,Mayors,,,3,PA,Pennsylvania,7,3,75,0.0
202,,mayor,Pittsburgh,PA,Bill Peduto,,D,,62.0,Mayors,,,3,PA,Pennsylvania,7,3,75,0.0
203,,representative,,PA,Brendan Boyle,,D,,,Representatives,,2.0,3,PA,Pennsylvania,7,3,75,0.0
204,,representative,,PA,Dwight Evans,,D,,,Representatives,,3.0,3,PA,Pennsylvania,7,3,75,0.0
205,,representative,,PA,Madeleine Dean,,D,,,Representatives,,4.0,3,PA,Pennsylvania,7,3,75,0.0
206,,representative,,PA,Mary Gay Scanlon,,D,,,Representatives,,5.0,3,PA,Pennsylvania,7,3,75,0.0
207,,representative,,PA,Chrissy Houlahan,,D,,,Representatives,,6.0,3,PA,Pennsylvania,7,3,75,0.0
208,,representative,,PA,Susan Wild,,D,,,Representatives,,7.0,3,PA,Pennsylvania,7,3,75,0.0
209,,representative,,PA,Matt Cartwright,,D,,,Representatives,,8.0,3,PA,Pennsylvania,7,3,75,0.0
210,,representative,,PA,Conor Lamb,,D,,,Representatives,,17.0,3,PA,Pennsylvania,7,3,75,0.0
211,,representative,,PA,Mike Doyle,,D,,,Representatives,,18.0,3,PA,Pennsylvania,7,3,75,0.0
212,,minority leader,,PA,Jay Costa,,D,,,State legislative leaders,Senate,,2,PA,Pennsylvania,7,3,75,0.0
213,,minority leader,,PA,Frank Dermody,,D,,,State legislative leaders,House,,2,PA,Pennsylvania,7,3,75,0.0
214,,lieutenant governor,,PA,John Fetterman,,D,,177.0,Statewide officeholders,,,2,PA,Pennsylvania,7,3,75,0.0
215,,attorney general,,PA,Josh Shapiro,,D,,178.0,Statewide officeholders,,,2,PA,Pennsylvania,7,3,75,0.0
216,,state treasurer,,PA,Joe Torsella,,D,,179.0,Statewide officeholders,,,2,PA,Pennsylvania,7,3,75,0.0
217,,auditor general,,PA,Eugene DePasquale,,D,,180.0,Statewide officeholders,,,2,PA,Pennsylvania,7,3,75,0.0
218,,DNC member,,PA,Rick Bloomingdale,,D,,,DNC members,,,1,PA,Pennsylvania,7,3,75,0.0
219,,DNC member,,PA,Ronald Donatucci,,D,,,DNC members,,,1,PA,Pennsylvania,7,3,75,0.0
220,,DNC member,,PA,Peggy Grove,,D,,,DNC members,,,1,PA,Pennsylvania,7,3,75,0.0
221,,DNC member,,PA,Gerald Lawrence,,D,,,DNC members,,,1,PA,Pennsylvania,7,3,75,0.0
222,,DNC member,,PA,Nancy Patton Mills,,D,,,DNC members,,,1,PA,Pennsylvania,7,3,75,0.0
223,,DNC member,,PA,Ian Murray,,D,,,DNC members,,,1,PA,Pennsylvania,7,3,75,0.0
224,,DNC member,,PA,Evie Rafalko-McNulty,,D,,,DNC members,,,1,PA,Pennsylvania,7,3,75,0.0
225,,DNC member,,PA,Sharif T. Street,,D,,,DNC members,,,1,PA,Pennsylvania,7,3,75,0.0
226,,DNC member,,PA,Marian B. Tasco,,D,,,DNC members,,,1,PA,Pennsylvania,7,3,75,0.0
227,,DNC member,,PA,Sylvia C. Wilson,,D,,,DNC members,,,1,PA,Pennsylvania,7,3,75,0.0
228,2019-01-12,mayor,San Antonio,TX,Ron Nirenberg,Julian Castro,,https://www.sacurrent.com/the-daily/archives/2019/01/12/former-san-antonio-mayor-julian-castro-launches-2020-presidential-bid-at-west-side-rally,7.0,Mayors,,,3,TX,Texas,3,7,72,9.0
229,2019-01-12,representative,,TX,Joaquin Castro,Julian Castro,D,https://www.dallasnews.com/news/politics/2019/01/12/julian-castro-former-san-antonio-mayor-hud-boss-become-first-texan-2020-presidential-race,,Representatives,,20.0,3,TX,Texas,3,7,72,9.0
230,2019-02-19,representative,,TX,Colin Allred,Julian Castro,D,https://twitter.com/ZachMontellaro/status/1097994567050240000,,Representatives,,32.0,3,TX,Texas,3,7,72,9.0
231,2019-02-20,DNC member,,TX,Emmy Ruiz,Kamala Harris,D,https://www.politico.com/story/2019/02/20/kamala-harris-2020-staff-1176679,,DNC members,,,1,TX,Texas,3,7,72,1.0
232,,mayor,Houston,TX,Sylvester Turner,,D,,4.0,Mayors,,,3,TX,Texas,3,7,72,0.0
233,,mayor,Dallas,TX,Mike Rawlings,,D,,9.0,Mayors,,,3,TX,Texas,3,7,72,0.0
234,,mayor,Austin,TX,Steve Adler,,D,,11.0,Mayors,,,3,TX,Texas,3,7,72,0.0
235,,representative,,TX,Lizzie Pannill Fletcher,,D,,,Representatives,,7.0,3,TX,Texas,3,7,72,0.0
236,,representative,,TX,Al Green,,D,,,Representatives,,9.0,3,TX,Texas,3,7,72,0.0
237,,representative,,TX,Vicente Gonzalez,,D,,,Representatives,,15.0,3,TX,Texas,3,7,72,0.0
238,,representative,,TX,Veronica Escobar,,D,,,Representatives,,16.0,3,TX,Texas,3,7,72,0.0
239,,representative,,TX,Sheila Jackson Lee,,D,,,Representatives,,18.0,3,TX,Texas,3,7,72,0.0
240,,representative,,TX,Henry Cuellar,,D,,,Representatives,,28.0,3,TX,Texas,3,7,72,0.0
241,,representative,,TX,Sylvia R. Garcia,,D,,,Representatives,,29.0,3,TX,Texas,3,7,72,0.0
242,,representative,,TX,Eddie Bernice Johnson,,D,,,Representatives,,30.0,3,TX,Texas,3,7,72,0.0
243,,representative,,TX,Marc Veasey,,D,,,Representatives,,33.0,3,TX,Texas,3,7,72,0.0
244,,representative,,TX,Filemon Vela,,D,,,Representatives,,34.0,3,TX,Texas,3,7,72,0.0
245,,representative,,TX,Lloyd Doggett,,D,,,Representatives,,35.0,3,TX,Texas,3,7,72,0.0
246,,speaker pro tem,,TX,Joe Moody,,D,,,State legislative leaders,House,,2,TX,Texas,3,7,72,0.0
247,,president pro tem,,TX,Kirk Watson,,D,,,State legislative leaders,Senate,,2,TX,Texas,3,7,72,0.0
248,,DNC member,,TX,Carla Brailey,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
249,,DNC member,,TX,Yvonne Davis,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
250,,DNC member,,TX,AJ Durrani,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
251,,DNC member,,TX,Gilberto Hinojosa,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
252,,DNC member,,TX,Kat Hoang,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
253,,DNC member,,TX,Glen Maxey,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
254,,DNC member,,TX,Lorraine C. Miller,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
255,,DNC member,,TX,John B. Patrick,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
256,,DNC member,,TX,Hasmit R. Popat,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
257,,DNC member,,TX,Betty Z. Richie,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
258,,DNC member,,TX,Jose R. Rodriguez,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
259,,DNC member,,TX,Dennis D. Speight,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
260,,DNC member,,TX,Jere Talley,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
261,,DNC member,,TX,Senfronia Thompson,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
262,,DNC member,,TX,Celina Vasquez,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
263,,DNC member,,TX,Royce B. West,,D,,,DNC members,,,1,TX,Texas,3,7,72,0.0
264,2017-07-28,representative,,MD,David Trone,John Delaney,D,https://twitter.com/davidjtrone/status/890985957981401088,,Representatives,,6.0,3,MD,Maryland,8,4,76,3.0
265,,House majority leader,,MD,Steny Hoyer,,D,,,Current party leaders,,,10,MD,Maryland,8,4,76,0.0
266,,DNC chair,,MD,Tom Perez,,D,,,Current party leaders,,,10,MD,Maryland,8,4,76,0.0
267,,senator,,MD,Benjamin L. Cardin,,D,,,Senators,,,6,MD,Maryland,8,4,76,0.0
268,,senator,,MD,Chris Van Hollen,,D,,,Senators,,,6,MD,Maryland,8,4,76,0.0
269,,former DNC chair,,MD,Joe Andrew,,D,,,Former party leaders,,,5,MD,Maryland,8,4,76,0.0
270,,mayor,Baltimore,MD,Catherine E. Pugh,,D,,29.0,Mayors,,,3,MD,Maryland,8,4,76,0.0
271,,representative,,MD,C. A. Dutch Ruppersberger,,D,,,Representatives,,2.0,3,MD,Maryland,8,4,76,0.0
272,,representative,,MD,John P. Sarbanes,,D,,,Representatives,,3.0,3,MD,Maryland,8,4,76,0.0
273,,representative,,MD,Anthony Brown,,D,,,Representatives,,4.0,3,MD,Maryland,8,4,76,0.0
274,,representative,,MD,Elijah Cummings,,D,,,Representatives,,7.0,3,MD,Maryland,8,4,76,0.0
275,,representative,,MD,Jamie Raskin,,D,,,Representatives,,8.0,3,MD,Maryland,8,4,76,0.0
276,,speaker,,MD,Michael Busch,,D,,,State legislative leaders,House,,2,MD,Maryland,8,4,76,0.0
277,,president,,MD,Mike Miller,,D,,,State legislative leaders,Senate,,2,MD,Maryland,8,4,76,0.0
278,,attorney general,,MD,Brian Frosh,,D,,93.0,Statewide officeholders,,,2,MD,Maryland,8,4,76,0.0
279,,state comptroller,,MD,Peter Franchot,,D,,94.0,Statewide officeholders,,,2,MD,Maryland,8,4,76,0.0
280,,DNC member,,MD,Maya Rockeymoore Cummings,,D,,,DNC members,,,1,MD,Maryland,8,4,76,0.0
281,,DNC member,,MD,Tefere Gebre,,D,,,DNC members,,,1,MD,Maryland,8,4,76,0.0
282,,DNC member,,MD,Bel W. Leong-Hong,,D,,,DNC members,,,1,MD,Maryland,8,4,76,0.0
283,,DNC member,,MD,Yvette W. Lewis,,D,,,DNC members,,,1,MD,Maryland,8,4,76,0.0
284,,DNC member,,MD,Robert Martinez Jr.,,D,,,DNC members,,,1,MD,Maryland,8,4,76,0.0
285,,DNC member,,MD,Cory V. McCray,,D,,,DNC members,,,1,MD,Maryland,8,4,76,0.0
286,,DNC member,,MD,Glenard S. Middleton,,D,,,DNC members,,,1,MD,Maryland,8,4,76,0.0
287,,DNC member,,MD,Gregory Pecoraro,,D,,,DNC members,,,1,MD,Maryland,8,4,76,0.0
288,,DNC member,,MD,Marc Perrone,,D,,,DNC members,,,1,MD,Maryland,8,4,76,0.0
289,,DNC member,,MD,Kenneth Rigmaiden,,D,,,DNC members,,,1,MD,Maryland,8,4,76,0.0
290,2019-03-01,representative,,WA,Rick Larsen,Jay Inslee,D,https://www.seattlepi.com/local/politics/article/Inslee-Running-president-climate-change-campaign-13656077.php,,Representatives,,2.0,3,WA,Washington,0,2,59,5.0
291,2019-03-01,attorney general,,WA,Bob Ferguson,Jay Inslee,D,https://www.thestranger.com/slog/2019/03/01/39403537/jay-inslee-announces-his-run-for-president,216.0,Statewide officeholders,,,2,WA,Washington,0,2,59,5.0
292,,senator,,WA,Maria Cantwell,,D,,,Senators,,,6,WA,Washington,0,2,59,0.0
293,,senator,,WA,Patty Murray,,D,,,Senators,,,6,WA,Washington,0,2,59,0.0
294,,mayor,Seattle,WA,Jenny Durkan,,D,,18.0,Mayors,,,3,WA,Washington,0,2,59,0.0
295,,representative,,WA,Suzan DelBene,,D,,,Representatives,,1.0,3,WA,Washington,0,2,59,0.0
296,,representative,,WA,Derek Kilmer,,D,,,Representatives,,6.0,3,WA,Washington,0,2,59,0.0
297,,representative,,WA,Pramila Jayapal,,D,,,Representatives,,7.0,3,WA,Washington,0,2,59,0.0
298,,representative,,WA,Kim Schrier,,D,,,Representatives,,8.0,3,WA,Washington,0,2,59,0.0
299,,representative,,WA,Adam Smith,,D,,,Representatives,,9.0,3,WA,Washington,0,2,59,0.0
300,,representative,,WA,Denny Heck,,D,,,Representatives,,10.0,3,WA,Washington,0,2,59,0.0
301,,speaker,,WA,Frank Chopp,,D,,,State legislative leaders,House,,2,WA,Washington,0,2,59,0.0
302,,president pro tem,,WA,Karen Keiser,,D,,,State legislative leaders,Senate,,2,WA,Washington,0,2,59,0.0
303,,lieutenant governor,,WA,Cyrus Habib,,D,,214.0,Statewide officeholders,,,2,WA,Washington,0,2,59,0.0
304,,state auditor,,WA,Pat McCarthy,,D,,218.0,Statewide officeholders,,,2,WA,Washington,0,2,59,0.0
305,,insurance commissioner,,WA,Mike Kreidler,,D,,219.0,Statewide officeholders,,,2,WA,Washington,0,2,59,0.0
306,,commissioner of public lands,,WA,Hilary Franz,,D,,220.0,Statewide officeholders,,,2,WA,Washington,0,2,59,0.0
307,,superintendent of public instruction,,WA,Chris Reykdal,,D,,221.0,Statewide officeholders,,,2,WA,Washington,0,2,59,0.0
308,,DNC member,,WA,Ed S. Cote,,D,,,DNC members,,,1,WA,Washington,0,2,59,0.0
309,,DNC member,,WA,David Green,,D,,,DNC members,,,1,WA,Washington,0,2,59,0.0
310,,DNC member,,WA,Juanita G. Luiz,,D,,,DNC members,,,1,WA,Washington,0,2,59,0.0
311,,DNC member,,WA,Sharon Mast,,D,,,DNC members,,,1,WA,Washington,0,2,59,0.0
312,,DNC member,,WA,David T. McDonald,,D,,,DNC members,,,1,WA,Washington,0,2,59,0.0
313,,DNC member,,WA,Nancy E. Monacelli,,D,,,DNC members,,,1,WA,Washington,0,2,59,0.0
314,,DNC member,,WA,Tina Podlodowski,,D,,,DNC members,,,1,WA,Washington,0,2,59,0.0
315,2019-02-21,DNC member,,OH,Nina Turner,Bernie Sanders,D,https://www.cleveland.com/politics/2019/02/former-ohio-sen-nina-turner-to-serve-as-co-chair-of-bernie-sanders-campaign.html,,DNC members,,,1,OH,Ohio,6,3,46,1.0
316,,senator,,OH,Sherrod Brown,,D,,,Senators,,,6,OH,Ohio,6,3,46,0.0
317,,former DNC chair,,OH,David Wilhelm,,D,,,Former party leaders,,,5,OH,Ohio,6,3,46,0.0
318,,mayor,Columbus,OH,Andrew Ginther,,D,,14.0,Mayors,,,3,OH,Ohio,6,3,46,0.0
319,,mayor,Cleveland,OH,Frank G. Jackson,,D,,50.0,Mayors,,,3,OH,Ohio,6,3,46,0.0
320,,mayor,Cincinnati,OH,John Cranley,,D,,66.0,Mayors,,,3,OH,Ohio,6,3,46,0.0
321,,representative,,OH,Joyce Beatty,,D,,,Representatives,,3.0,3,OH,Ohio,6,3,46,0.0
322,,representative,,OH,Marcy Kaptur,,D,,,Representatives,,9.0,3,OH,Ohio,6,3,46,0.0
323,,representative,,OH,Marcia L. Fudge,,D,,,Representatives,,11.0,3,OH,Ohio,6,3,46,0.0
324,,representative,,OH,Tim Ryan,,D,,,Representatives,,13.0,3,OH,Ohio,6,3,46,0.0
325,,minority leader,,OH,Emilia Sykes,,D,,,State legislative leaders,House,,2,OH,Ohio,6,3,46,0.0
326,,minority leader,,OH,Kenny Yuko,,D,,,State legislative leaders,Senate,,2,OH,Ohio,6,3,46,0.0
327,,DNC member,,OH,Tim Burga,,D,,,DNC members,,,1,OH,Ohio,6,3,46,0.0
328,,DNC member,,OH,Isabel Framer,,D,,,DNC members,,,1,OH,Ohio,6,3,46,0.0
329,,DNC member,,OH,Rebecca L. Higgins,,D,,,DNC members,,,1,OH,Ohio,6,3,46,0.0
330,,DNC member,,OH,Mark Mallory,,D,,,DNC members,,,1,OH,Ohio,6,3,46,0.0
331,,DNC member,,OH,Ronald L. Malone,,D,,,DNC members,,,1,OH,Ohio,6,3,46,0.0
332,,DNC member,,OH,Valarie J. McCall,,D,,,DNC members,,,1,OH,Ohio,6,3,46,0.0
333,,DNC member,,OH,Rhine McLin,,D,,,DNC members,,,1,OH,Ohio,6,3,46,0.0
334,,DNC member,,OH,David A. Pepper,,D,,,DNC members,,,1,OH,Ohio,6,3,46,0.0
335,,DNC member,,OH,Joe Rugola,,D,,,DNC members,,,1,OH,Ohio,6,3,46,0.0
336,2019-02-04,DNC member,,SC,Clay N. Middleton,Cory Booker,D,https://www.postandcourier.com/politics/cory-booker-makes-key-campaign-hires-in-south-carolina/article_b4381394-287b-11e9-8c77-8fbeeae31ac7.html,,DNC members,,,1,SC,South Carolina,7,5,29,1.0
337,,House Democratic whip,,SC,James E. Clyburn,,D,,,Current party leaders,,,10,SC,South Carolina,7,5,29,0.0
338,,former DNC chair,,SC,Don Fowler,,D,,,Former party leaders,,,5,SC,South Carolina,7,5,29,0.0
339,,representative,,SC,Joe Cunningham,,D,,,Representatives,,1.0,3,SC,South Carolina,7,5,29,0.0
340,,minority leader,,SC,J. Todd Rutherford,,D,,,State legislative leaders,House,,2,SC,South Carolina,7,5,29,0.0
341,,minority leader,,SC,Nikki Setzler,,D,,,State legislative leaders,Senate,,2,SC,South Carolina,7,5,29,0.0
342,,DNC member,,SC,Gilda Cobb-Hunter,,D,,,DNC members,,,1,SC,South Carolina,7,5,29,0.0
343,,DNC member,,SC,Don Fowler,,D,,,DNC members,,,1,SC,South Carolina,7,5,29,0.0
344,,DNC member,,SC,Carol K. Fowler,,D,,,DNC members,,,1,SC,South Carolina,7,5,29,0.0
345,,DNC member,,SC,Jaime R. Harrison,,D,,,DNC members,,,1,SC,South Carolina,7,5,29,0.0
346,,DNC member,,SC,Lessie Price,,D,,,DNC members,,,1,SC,South Carolina,7,5,29,0.0
347,,DNC member,,SC,Travis Robertson Jr.,,D,,,DNC members,,,1,SC,South Carolina,7,5,29,0.0
348,,Senate Democratic whip,,IL,Richard J. Durbin,,D,,,Current party leaders,,,10,IL,Illinois,5,2,99,0.0
349,,past president,,IL,Barack Obama,,D,,,Past presidents and vice presidents,,,10,IL,Illinois,5,2,99,0.0
350,,governor,,IL,J.B. Pritzker,,D,,,Governors,,,8,IL,Illinois,5,2,99,0.0
351,,senator,,IL,Tammy Duckworth,,D,,,Senators,,,6,IL,Illinois,5,2,99,0.0
352,,mayor,Chicago,IL,Rahm Emanuel,,D,,3.0,Mayors,,,3,IL,Illinois,5,2,99,0.0
353,,representative,,IL,Bobby L. Rush,,D,,,Representatives,,1.0,3,IL,Illinois,5,2,99,0.0
354,,representative,,IL,Robin Kelly,,D,,,Representatives,,2.0,3,IL,Illinois,5,2,99,0.0
355,,representative,,IL,Daniel Lipinski,,D,,,Representatives,,3.0,3,IL,Illinois,5,2,99,0.0
356,,representative,,IL,"Jesus ""Chuy"" Garcia",,D,,,Representatives,,4.0,3,IL,Illinois,5,2,99,0.0
357,,representative,,IL,Mike Quigley,,D,,,Representatives,,5.0,3,IL,Illinois,5,2,99,0.0
358,,representative,,IL,Sean Casten,,D,,,Representatives,,6.0,3,IL,Illinois,5,2,99,0.0
359,,representative,,IL,Danny K. Davis,,D,,,Representatives,,7.0,3,IL,Illinois,5,2,99,0.0
360,,representative,,IL,Raja Krishnamoorthi,,D,,,Representatives,,8.0,3,IL,Illinois,5,2,99,0.0
361,,representative,,IL,Jan Schakowsky,,D,,,Representatives,,9.0,3,IL,Illinois,5,2,99,0.0
362,,representative,,IL,Bradley Schneider,,D,,,Representatives,,10.0,3,IL,Illinois,5,2,99,0.0
363,,representative,,IL,Bill Foster,,D,,,Representatives,,11.0,3,IL,Illinois,5,2,99,0.0
364,,representative,,IL,Lauren Underwood,,D,,,Representatives,,14.0,3,IL,Illinois,5,2,99,0.0
365,,representative,,IL,Cheri Bustos,,D,,,Representatives,,17.0,3,IL,Illinois,5,2,99,0.0
366,,president,,IL,John Cullerton,,D,,,State legislative leaders,Senate,,2,IL,Illinois,5,2,99,0.0
367,,speaker,,IL,Michael Madigan,,D,,,State legislative leaders,House,,2,IL,Illinois,5,2,99,0.0
368,,lieutenant governor,,IL,Juliana Stratton,,D,,58.0,Statewide officeholders,,,2,IL,Illinois,5,2,99,0.0
369,,secretary of state,,IL,Jesse White,,D,,59.0,Statewide officeholders,,,2,IL,Illinois,5,2,99,0.0
370,,attorney general,,IL,Kwame Raoul,,D,,60.0,Statewide officeholders,,,2,IL,Illinois,5,2,99,0.0
371,,state treasurer,,IL,Mike Frerichs,,D,,61.0,Statewide officeholders,,,2,IL,Illinois,5,2,99,0.0
372,,state comptroller,,IL,Susana Mendoza,,D,,62.0,Statewide officeholders,,,2,IL,Illinois,5,2,99,0.0
373,,DNC member,,IL,Carrie Austin,,D,,,DNC members,,,1,IL,Illinois,5,2,99,0.0
374,,DNC member,,IL,Jerry F. Costello,,D,,,DNC members,,,1,IL,Illinois,5,2,99,0.0
375,,DNC member,,IL,John J. Cullerton,,D,,,DNC members,,,1,IL,Illinois,5,2,99,0.0
376,,DNC member,,IL,Daniel W. Hynes,,D,,,DNC members,,,1,IL,Illinois,5,2,99,0.0
377,,DNC member,,IL,Iris Y. Martinez,,D,,,DNC members,,,1,IL,Illinois,5,2,99,0.0
378,,DNC member,,IL,Jayne Mazzotti,,D,,,DNC members,,,1,IL,Illinois,5,2,99,0.0
379,,DNC member,,IL,Carol Ronen,,D,,,DNC members,,,1,IL,Illinois,5,2,99,0.0
380,,DNC member,,IL,Becky Strezchowski,,D,,,DNC members,,,1,IL,Illinois,5,2,99,0.0
381,,DNC member,,IL,Karen A. Yarbrough,,D,,,DNC members,,,1,IL,Illinois,5,2,99,0.0
382,,Senate minority leader,,NY,Charles E. Schumer,,D,,,Current party leaders,,,10,NY,New York,8,2,132,0.0
383,,past president,,NY,Bill Clinton,,D,,,Past presidents and vice presidents,,,10,NY,New York,8,2,132,0.0
384,,governor,,NY,Andrew Cuomo,,D,,,Governors,,,8,NY,New York,8,2,132,0.0
385,,former Senate majority leader,,NY,George Mitchell,,D,,,Former party leaders,,,5,NY,New York,8,2,132,0.0
386,,past presidential nominee,,NY,Hillary Clinton,,D,,1.0,Past nominees,,,5,NY,New York,8,2,132,0.0
387,,mayor,New York City,NY,Bill de Blasio,,D,,1.0,Mayors,,,3,NY,New York,8,2,132,0.0
388,,representative,,NY,Thomas Suozzi,,D,,,Representatives,,3.0,3,NY,New York,8,2,132,0.0
389,,representative,,NY,Kathleen Rice,,D,,,Representatives,,4.0,3,NY,New York,8,2,132,0.0
390,,representative,,NY,Gregory W. Meeks,,D,,,Representatives,,5.0,3,NY,New York,8,2,132,0.0
391,,representative,,NY,Grace Meng,,D,,,Representatives,,6.0,3,NY,New York,8,2,132,0.0
392,,representative,,NY,Nydia M. Velázquez,,D,,,Representatives,,7.0,3,NY,New York,8,2,132,0.0
393,,representative,,NY,Hakeem Jeffries,,D,,,Representatives,,8.0,3,NY,New York,8,2,132,0.0
394,,representative,,NY,Yvette D. Clarke,,D,,,Representatives,,9.0,3,NY,New York,8,2,132,0.0
395,,representative,,NY,Jerrold Nadler,,D,,,Representatives,,10.0,3,NY,New York,8,2,132,0.0
396,,representative,,NY,Max N. Rose,,D,,,Representatives,,11.0,3,NY,New York,8,2,132,0.0
397,,representative,,NY,Carolyn Maloney,,D,,,Representatives,,12.0,3,NY,New York,8,2,132,0.0
398,,representative,,NY,Adriano Espaillat,,D,,,Representatives,,13.0,3,NY,New York,8,2,132,0.0
399,,representative,,NY,Alexandria Ocasio-Cortez,,D,,,Representatives,,14.0,3,NY,New York,8,2,132,0.0
400,,representative,,NY,José E. Serrano,,D,,,Representatives,,15.0,3,NY,New York,8,2,132,0.0
401,,representative,,NY,Eliot Engel,,D,,,Representatives,,16.0,3,NY,New York,8,2,132,0.0
402,,representative,,NY,Nita Lowey,,D,,,Representatives,,17.0,3,NY,New York,8,2,132,0.0
403,,representative,,NY,Sean Patrick Maloney,,D,,,Representatives,,18.0,3,NY,New York,8,2,132,0.0
404,,representative,,NY,Antonio Delgado,,D,,,Representatives,,19.0,3,NY,New York,8,2,132,0.0
405,,representative,,NY,Paul D. Tonko,,D,,,Representatives,,20.0,3,NY,New York,8,2,132,0.0
406,,representative,,NY,Anthony Brindisi,,D,,,Representatives,,22.0,3,NY,New York,8,2,132,0.0
407,,representative,,NY,Joseph D. Morelle,,D,,,Representatives,,25.0,3,NY,New York,8,2,132,0.0
408,,representative,,NY,Brian Higgins,,D,,,Representatives,,26.0,3,NY,New York,8,2,132,0.0
409,,speaker,,NY,Carl Heastie,,D,,,State legislative leaders,House,,2,NY,New York,8,2,132,0.0
410,,president,,NY,Andrea Stewart-Cousins,,D,,,State legislative leaders,Senate,,2,NY,New York,8,2,132,0.0
411,,lieutenant governor,,NY,Kathy Hochul,,D,,141.0,Statewide officeholders,,,2,NY,New York,8,2,132,0.0
412,,attorney general,,NY,Letitia James,,D,,142.0,Statewide officeholders,,,2,NY,New York,8,2,132,0.0
413,,state comptroller,,NY,Thomas DiNapoli,,D,,143.0,Statewide officeholders,,,2,NY,New York,8,2,132,0.0
414,,DNC member,,NY,Stuart H. Appelbaum,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
415,,DNC member,,NY,Byron Brown,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
416,,DNC member,,NY,Maria Cuomo Cole,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
417,,DNC member,,NY,Vivian Cook,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
418,,DNC member,,NY,Jennifer Cunningham,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
419,,DNC member,,NY,Hazel Duke,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
420,,DNC member,,NY,Hector Figueroa,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
421,,DNC member,,NY,Emily Giske,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
422,,DNC member,,NY,Carl Heastie,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
423,,DNC member,,NY,Jay S. Jacobs,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
424,,DNC member,,NY,Charlie King,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
425,,DNC member,,NY,Christopher Lowe,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
426,,DNC member,,NY,Ai-Jen Poo,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
427,,DNC member,,NY,Christine Quinn,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
428,,DNC member,,NY,Michael Reich,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
429,,DNC member,,NY,Gerard J. Sweeney,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
430,,DNC member,,NY,Randi Weingarten,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
431,,DNC member,,NY,Robert Zimmerman,,D,,,DNC members,,,1,NY,New York,8,2,132,0.0
432,,past president,,GA,Jimmy Carter,,D,,,Past presidents and vice presidents,,,10,GA,Georgia,7,6,40,0.0
433,,mayor,Atlanta,GA,Keisha Lance Bottoms,,D,,37.0,Mayors,,,3,GA,Georgia,7,6,40,0.0
434,,representative,,GA,Sanford D. Bishop Jr.,,D,,,Representatives,,2.0,3,GA,Georgia,7,6,40,0.0
435,,representative,,GA,Hank Johnson,,D,,,Representatives,,4.0,3,GA,Georgia,7,6,40,0.0
436,,representative,,GA,John Lewis,,D,,,Representatives,,5.0,3,GA,Georgia,7,6,40,0.0
437,,representative,,GA,Lucy McBath,,D,,,Representatives,,6.0,3,GA,Georgia,7,6,40,0.0
438,,representative,,GA,David Scott,,D,,,Representatives,,13.0,3,GA,Georgia,7,6,40,0.0
439,,minority leader,,GA,Steve Henson,,D,,,State legislative leaders,Senate,,2,GA,Georgia,7,6,40,0.0
440,,minority leader,,GA,Robert Trammell,,D,,,State legislative leaders,House,,2,GA,Georgia,7,6,40,0.0
441,,DNC member,,GA,Wendy Davis,,D,,,DNC members,,,1,GA,Georgia,7,6,40,0.0
442,,DNC member,,GA,Daniel J. Halpern,,D,,,DNC members,,,1,GA,Georgia,7,6,40,0.0
